requested_work_id,award_position,award_openalex_id,award_display_name,funder_award_id,funder_openalex_id,funder_display_name,award_doi
W4387779337,30,G767368701,Collaborative Research: Secure and Efficient Post-quantum Cryptography: from Coding Theory to Hardware Architecture,2052751,F4320306076,National Science Foundation,
W4387779337,31,G7789950527,CIF: Small: Learning To Correct Errors,2100013,F4320306076,National Science Foundation,
W4387779337,32,G8115361047,,PCI2022-132922,F4320330828,QuantERA,
W4387779337,33,G8299796808,,CIF-1855879,F4320335598,Agencia Estatal de Investigación,
W4387779337,34,G86560745,,DE‐AC02‐07CH11359,F4320306084,U.S. Department of Energy,
W4387779337,35,G897484643,,MCIN /AEI /10.13039,F4320322930,Ministerio de Ciencia e Innovación,
W4387779337,36,G969889393,,DE-AC02-,F4320306084,U.S. Department of Energy,
W4387779337,37,G99296377,,/AEI/10.13039/ 501100011033,F4320322930,Ministerio de Ciencia e Innovación,
W3208137406,1,G6804949641,Graduate Research Fellowship Program (GRFP),1745302,F4320306076,National Science Foundation,
W3208137406,2,G766715922,,181596,F4320306076,National Science Foundation,
W4389168091,1,G7649446922,NeTS: Small: Fundamentals of Internet-of-Things with Energy Harvesting and Edge Intelligence,1814477,F4320306076,National Science Foundation,
W4406261570,1,G4413222662,Collaborative Research: CNS Core: Medium: Design and Analysis of Quantum Networks for Entanglement Distribution,1955744,F4320306076,National Science Foundation,
W4406261706,1,G2316705563,FET: Small: Quantum-secure quantum-enhanced covert networks over generalized bosonic channels,2006679,F4320306076,National Science Foundation,
W4393096420,1,G2804755614,,R15GM123405,F4320306076,National Science Foundation,
W4393096420,2,G3623579722,,1941583,F4320332161,National Institutes of Health,
W4393096420,3,G6395258956,High Density 3D Printed Microfluidics for Cell-Based Biomedical Applications,2r15gm123405-03,F4320332161,National Institutes of Health,
W4393096420,4,G6733861295,,R15GM123405,F4320337354,National Institute of General Medical Sciences,
W4393096420,5,G7576470222,NSF Engineering Research Center for Quantum Networks (CQN),1941583,F4320306076,National Science Foundation,
W3196906442,1,G7586621749,,FET-1910859,F4320321001,National Natural Science Foundation of China,
W4318483065,1,G2393829365,,2018B030326001,F4320333334,Guangdong Province Introduction of Innovative R&D Team,
W4318483065,2,G3048917105,,2016YFA0300802,F4320335777,National Key Research and Development Program of China,
W4318483065,3,G6983137340,,KYTDPT20181011104202253,F4320326705,"Science, Technology and Innovation Commission of Shenzhen Municipality",
W4318483065,4,G7148632242,,2016ZT06D348,F4320313609,Guangdong Innovative and Entrepreneurial Research Team Program,
W4318483065,5,G8235530901,,11704022,F4320321001,National Natural Science Foundation of China,
W4318483065,6,G925970489,,12104208,F4320321001,National Natural Science Foundation of China,
W4318483065,7,G957826975,,U1801661,F4320321001,National Natural Science Foundation of China,
W4380626936,1,G7576470222,NSF Engineering Research Center for Quantum Networks (CQN),1941583,F4320306076,National Science Foundation,
W4389484691,1,G1327561392,CAREER:Understanding the Effects of the Immediate Environment on Intrinsic Properties of 2D Crystals: From Fundamental Science to Real World Applications,1752840,F4320306076,National Science Foundation,
W4389484691,2,G1453181110,,#2138286,F4320337377,Office of Advanced Cyberinfrastructure,
W4389484691,3,G1912064254,Track 4:  Advanced CI Coordination Ecosystem: Monitoring and Measurement Services,2137603,F4320306076,National Science Foundation,
W4389484691,4,G2265311722,,PHY180014,F4320306076,National Science Foundation,
W4389484691,5,G3406661761,,2138296,F4320337367,Division of Materials Research,
W4389484691,6,G3562386289,,#2138296,F4320337377,Office of Advanced Cyberinfrastructure,
W4389484691,7,G4006316252,Track 1: ACCESS Resource Allocations Marketplace and Platform Services (RAMPS),2138259,F4320306076,National Science Foundation,
W4389484691,8,G4010157413,,2138259,F4320337377,Office of Advanced Cyberinfrastructure,
W4389484691,9,G509285653,Track 3: COre National Ecosystem for CyberinfrasTructure (CONECT),2138307,F4320306076,National Science Foundation,
W4389484691,10,G5212984984,,2138286,F4320337367,Division of Materials Research,
W4389484691,11,G5265787806,,FA9550‐20‐1‐0247,F4320338279,Air Force Office of Scientific Research,
W4389484691,12,G5367127336,,#2138307,F4320337377,Office of Advanced Cyberinfrastructure,
W4389484691,13,G5464919783,,2137603,F4320337377,Office of Advanced Cyberinfrastructure,
W4389484691,14,G6098521345,,FA9550,F4320337345,Office of Naval Research,
W4389484691,15,G6121277264,,2137603,F4320337367,Division of Materials Research,
W4389484691,16,G658188659,,DMR‐1752840,F4320306159,W. M. Keck Foundation,
W4389484691,17,G6965887028,,2138259,F4320337367,Division of Materials Research,
W4389484691,18,G723389571,,DMR-1752840,F4320337367,Division of Materials Research,
W4389484691,19,G8174472116,,2138307,F4320337367,Division of Materials Research,
W4389484691,20,G8300691027,"Track 2: Customized Multi-tier Assistance, Training, and Computational Help (MATCH) for End User ACCESS to CI",2138286,F4320306076,National Science Foundation,
W4389484691,21,G894443915,Collaborative Research: Antiferromagnetic Spin-Flop Transitions in Heusler-Piezoelectric Systems Induced via Voltage,1905662,F4320306076,National Science Foundation,
W4392632496,1,G7576470222,NSF Engineering Research Center for Quantum Networks (CQN),1941583,F4320306076,National Science Foundation,
W4366502860,1,G8798373195,,HR00112220011,F4320337531,"Defense Sciences Office, DARPA",
W4396822288,1,G1086096196,,desc0019166,F4320337480,Basic Energy Sciences,
W4396822288,2,G130463927,,PHY-1607611,F4320306084,U.S. Department of Energy,
W4396822288,3,G1404049065,,FA9550-21-1-0209,F4320338279,Air Force Office of Scientific Research,
W4396822288,4,G1418946953,,PHY-1607611,F4320332359,Office of Science,
W4396822288,5,G1432373144,,W911NF-21-1-,F4320338281,Army Research Office,
W4396822288,6,G1442400458,QuSeC-TAQS: Nanoscale Covariance Magnetometry with Diamond Quantum Sensors,2326767,F4320306076,National Science Foundation,
W4396822288,7,G1523888516,,FA9550-,F4320338279,Air Force Office of Scientific Research,
W4396822288,8,G1932254719,,HR0011-24-9-0361,F4320332180,Defense Advanced Research Projects Agency,
W4396822288,9,G2229954460,,PHY1607611,F4320310042,Aspen Center for Physics,
W4396822288,10,G2432923657,,1607611,F4320310042,Aspen Center for Physics,
W4396822288,11,G2522309537,,1839271,F4320337367,Division of Materials Research,
W4396822288,12,G2882288540,,W911NF2310077,F4320338281,Army Research Office,
W4396822288,13,G3162985271,,W911NF2110325,F4320333591,Multidisciplinary University Research Initiative,
W4396822288,14,G3722242190,,OMA-2137642,F4320338279,Air Force Office of Scientific Research,
W4396822288,15,G409573503,Quantum dynamics in driven and disordered systems: Floquet topological control and flow methods for many body localization,1839271,F4320306076,National Science Foundation,
W4396822288,16,G431725244,,FA9550-21-1-0209,F4320333591,Multidisciplinary University Research Initiative,
W4396822288,17,G4516736450,,-21-1-,F4320338279,Air Force Office of Scientific Research,
W4396822288,18,G4629941602,QuIC - TaQS: Interconnects for a Superconducting-Atomic Hybrid Quantum Network,2137642,F4320306076,National Science Foundation,
W4396822288,19,G4848018484,,FA9550-23- 1-0338,F4320338279,Air Force Office of Scientific Research,
W4396822288,20,G4876042962,,OMA-1936118,F4320338279,Air Force Office of Scientific Research,
W4396822288,21,G5659690140,,FA9550-19-1-0399,F4320306076,National Science Foundation,
W4396822288,22,G6167497367,,FA9550-19-1-0399,F4320338279,Air Force Office of Scientific Research,
W4396822288,23,G6518383159,,W911NF2110325,F4320338281,Army Research Office,
W4396822288,24,G6526646931,,FA9550-19-1-0399,F4320333591,Multidisciplinary University Research Initiative,
W4396822288,25,G6547089213,,OSI-2326767,F4320338279,Air Force Office of Scientific Research,
W4396822288,26,G7420521838,,CCF-2312755,F4320338279,Air Force Office of Scientific Research,
W4396822288,27,G7452299184,,W911NF,F4320338281,Army Research Office,
W4396822288,28,G7576470222,NSF Engineering Research Center for Quantum Networks (CQN),1941583,F4320306076,National Science Foundation,
W4396822288,29,G7751617623,"Programs on Critical Problems in Physics, Astrophysics and Biophysics at the Aspen Center for Physics",1607611,F4320306076,National Science Foundation,
W4396822288,30,G7796153478,,HR0011-24-9-0359,F4320332180,Defense Advanced Research Projects Agency,
W4396822288,31,G8232580466,Collaborative Research: FET: Medium: Design and Implementation of Quantum Databases,2312755,F4320306076,National Science Foundation,
W4396822288,32,G922915270,QII-TAQS: Quantum Metrological Platform for Single-Molecule Bio-Sensing,1936118,F4320306076,National Science Foundation,
W4396817112,1,G1523888516,,FA9550-,F4320338279,Air Force Office of Scientific Research,
W4396817112,2,G1799408541,,EEC-1941583,F4320338279,Air Force Office of Scientific Research,
W4396817112,3,G2027002873,NNCI: Center for Nanoscale Systems (CNS),2025158,F4320306076,National Science Foundation,
W4396817112,4,G2347808973,,ECCS-2025158,F4320337392,"Division of Electrical, Communications and Cyber Systems",
W4396817112,5,G36446433,,FA9550-20-1,F4320338279,Air Force Office of Scientific Research,
W4396817112,6,G3964890580,,FA9550-20-1-01015,F4320338279,Air Force Office of Scientific Research,
W4396817112,7,G4671203234,,2025158,F4320337392,"Division of Electrical, Communications and Cyber Systems",
W4396817112,8,G5729145195,,FA9550-20,F4320338279,Air Force Office of Scientific Research,
W4396817112,9,G6906440423,QuIC-TAQS: Implementation of a Neutral-Atom-Photonic-Cluster State,2138068,F4320306076,National Science Foundation,
W4396817112,10,G7576470222,NSF Engineering Research Center for Quantum Networks (CQN),1941583,F4320306076,National Science Foundation,
W4396817112,11,G8862277691,,80NSSC22K0262,F4320306101,National Aeronautics and Space Administration,
W4380994419,1,G1523888516,,FA9550-,F4320338279,Air Force Office of Scientific Research,
W4380994419,2,G36446433,,FA9550-20-1,F4320338279,Air Force Office of Scientific Research,
W4380994419,3,G5569641376,,FA9550-20-1-0105,F4320338279,Air Force Office of Scientific Research,
W4380994419,4,G5729145195,,FA9550-20,F4320338279,Air Force Office of Scientific Research,
W4380994419,5,G7576470222,NSF Engineering Research Center for Quantum Networks (CQN),1941583,F4320306076,National Science Foundation,
W4392490568,1,G1432373144,,W911NF-21-1-,F4320338281,Army Research Office,
W4392490568,2,G1650921002,,UeM019-1,F4320320924,Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung,
W4392490568,3,G166830267,Amir Yacoby Experimental Investigator Award,GBMF9468,F4320306202,Gordon and Betty Moore Foundation,
W4392490568,4,G1877134453,,W911NF-21-2-0147,F4320333591,Multidisciplinary University Research Initiative,
W4392490568,5,G1958929389,NCCR SPIN: Spin Qubits in Silicon,225153,F4320320924,Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung,
W4392490568,6,G3155092797,,W911NF-21-1-0184,F4320338281,Army Research Office,
W4392490568,7,G3715997057,,W911NF-2120147,F4320338281,Army Research Office,
W4392490568,8,G5161470134,Pablo Jarillo-Herrero Experimental Investigator Award,GBMF9463,F4320306202,Gordon and Betty Moore Foundation,
W4392490568,9,G6098521345,,FA9550,F4320337345,Office of Naval Research,
W4392490568,10,G6369637627,Non-perturbative approaches to strongly correlated many-body systems,212899,F4320320924,Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung,
W4392490568,11,G6631512092,,FA9550-19-1-0390,F4320333591,Multidisciplinary University Research Initiative,
W4392490568,12,G7173401321,,W911NF-22-1-0248,F4320338281,Army Research Office,
W4392490568,13,G7452299184,,W911NF,F4320338281,Army Research Office,
W4392490568,14,G8510387532,,UeM019-1,F4320335238,"Staatssekretariat für Bildung, Forschung und Innovation",
W4392490568,15,G993971353,,200021,F4320320924,Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung,
W3111156705,1,G1286236842,,-AC02-05CH11231,F4320306084,U.S. Department of Energy,
W3111156705,2,G1314494723,,DE-AC02-05CH11231,F4320338281,Army Research Office,
W3111156705,3,G1414775356,,No. DE-AC02- 05-CH11231,F4320332359,Office of Science,
W3111156705,4,G1816284028,,Contract No. DE-AC02-05-CH11231,F4320306084,U.S. Department of Energy,
W3111156705,5,G1863003419,,DEAC02-05CH11231,F4320306076,National Science Foundation,
W3111156705,6,G2689597472,,GBMF8048,F4320306076,National Science Foundation,
W3111156705,7,G2999910790,,W911NF-18-1-0431,F4320338281,Army Research Office,
W3111156705,8,G3036698953,,GBMF8048,F4320306084,U.S. Department of Energy,
W3111156705,9,G3083819904,,05CH11231,F4320306084,U.S. Department of Energy,
W3111156705,10,G365575497,,No. DE-AC02-05-CH11231,F4320306084,U.S. Department of Energy,
W3111156705,11,G4481661474,,W911NF-18-1-0431,F4320333591,Multidisciplinary University Research Initiative,
W3111156705,12,G4501827968,,AC02-05CH11231,F4320332359,Office of Science,
W3111156705,13,G498139845,,DE-AC02,F4320332359,Office of Science,
W3111156705,14,G6652958823,,05CH11231,F4320332359,Office of Science,
W3111156705,15,G7452299184,,W911NF,F4320338281,Army Research Office,
W3111156705,16,G805243471,,Contract No. DE-AC02-05CH11231,F4320332359,Office of Science,
W3111156705,17,G8434747894,PHOTONICS AT THERMODYNAMIC LIMITS,DESC0019140,F4320306084,U.S. Department of Energy,
W3111156705,18,G8646209385,,DE-SC0019140,F4320306076,National Science Foundation,
W3111156705,19,G8676588572,Prineha Narang Moore Inventor Fellow Award,GBMF8048,F4320306202,Gordon and Betty Moore Foundation,
W3111156705,20,G969889393,,DE-AC02-,F4320306084,U.S. Department of Energy,
W4392487768,1,G107522343,PFCQC: STAQ: Software-Tailored Architecture for Quantum co-design,1818914,F4320306076,National Science Foundation,
W4392487768,2,G5476995083,QLCI-CI: NSF Quantum Leap Challenge Institute for Hybrid Quantum Architectures and Networks,2016136,F4320306076,National Science Foundation,
W4413184743,1,G7576470222,NSF Engineering Research Center for Quantum Networks (CQN),1941583,F4320306076,National Science Foundation,
W4390672781,1,G1160162850,,FA95501610323,F4320338279,Air Force Office of Scientific Research,
W4390672781,2,G1230266125,,EXC‐2056,F4320320879,Deutsche Forschungsgemeinschaft,
W4390672781,3,G1326949761,,FA9550-16-1-0323,F4320333591,Multidisciplinary University Research Initiative,
W4390672781,4,G1439022954,,FA8702-15-D-0001,F4320306084,U.S. Department of Energy,
W4390672781,5,G149988304,,PHY-1734011,F4320334437,"Center for Ultracold Atoms, Massachusetts Institute of Technology",
W4390672781,6,G1799408541,,EEC-1941583,F4320338279,Air Force Office of Scientific Research,
W4390672781,7,G2198041244,,FA8702-15-D-0001,F4320333566,National Defense Science and Engineering Graduate,
W4390672781,8,G2554244226,,1541959,F4320338279,Air Force Office of Scientific Research,
W4390672781,9,G2598543277,,FA9550171002,F4320338279,Air Force Office of Scientific Research,
W4390672781,10,G3174456158,CONTROLLED SYNTHESIS OF SOLID-STATE QUANTUM EMITTER ARRAYS FOR QUANTUM COMPUTING AND SIMULATION,DESC0020115,F4320306084,U.S. Department of Energy,
W4390672781,11,G3328784144,EXC 2056: CUI: Advanced Imaging of Matter,390715994,F4320320879,Deutsche Forschungsgemeinschaft,
W4390672781,12,G3982019494,,FA8702-15-D-0001,F4320306101,National Aeronautics and Space Administration,
W4390672781,13,G4198572546,QuIC-TAQS: Integrated Lithium Niobate Quantum Photonics Platform,2137723,F4320306076,National Science Foundation,
W4390672781,14,G440953257,,390715994,F4320306084,U.S. Department of Energy,
W4390672781,15,G4467004105,,5710004174,F4320337395,Division of Emerging Frontiers in Research and Innovation,
W4390672781,16,G4694536500,,FA8702-15-D-0001,F4320309369,Massachusetts Institute of Technology,
W4390672781,17,G4973792023,Graduate Research Fellowship Program (GRFP),1745303,F4320306076,National Science Foundation,
W4390672781,18,G5128061910,,1541959,F4320333566,National Defense Science and Engineering Graduate,
W4390672781,19,G5295208202,,FA9550171002,F4320333591,Multidisciplinary University Research Initiative,
W4390672781,20,G5631081224,,ID 39 071 5994,F4320320879,Deutsche Forschungsgemeinschaft,
W4390672781,21,G5937005037,Physics and Applications of Quantum Nanophotonics Systems,2012023,F4320306076,National Science Foundation,
W4390672781,22,G5970606412,NNCI: The Center for Nanoscale System (CNS) at Harvard University,1541959,F4320306076,National Science Foundation,
W4390672781,23,G6989111256,,16KIS1592K,F4320321114,Bundesministerium für Bildung und Forschung,
W4390672781,24,G7166665977,Center for Ultracold Atoms,1734011,F4320306076,National Science Foundation,
W4390672781,25,G7444832178,,EEC-1941583,F4320306084,U.S. Department of Energy,
W4390672781,26,G7576470222,NSF Engineering Research Center for Quantum Networks (CQN),1941583,F4320306076,National Science Foundation,
W4390672781,27,G7754291838,,5710004174,F4320306076,National Science Foundation,
W4390672781,28,G8752890955,,FA8702-15-D-0001,F4320338279,Air Force Office of Scientific Research,
W4390672781,29,G8925520787,,1541959,F4320320696,"Agency for Science, Technology and Research",
W4390793745,1,G102163711,,DE‐ AC02‐06CH11357,F4320306084,U.S. Department of Energy,
W4390793745,2,G1055550527,,DE-AC02-06CH11357,F4320309626,University of Chicago,
W4390793745,3,G107522343,PFCQC: STAQ: Software-Tailored Architecture for Quantum co-design,1818914,F4320306076,National Science Foundation,
W4390793745,4,G107546177,,DE- AC02-06-CH11357,F4320338284,Argonne National Laboratory,
W4390793745,5,G1313983767,,DE-AC02,F4320338284,Argonne National Laboratory,
W4390793745,6,G1372115314,,EXC-2046,F4320320879,Deutsche Forschungsgemeinschaft,
W4390793745,7,G1404049065,,FA9550-21-1-0209,F4320338279,Air Force Office of Scientific Research,
W4390793745,8,G1432373144,,W911NF-21-1-,F4320338281,Army Research Office,
W4390793745,9,G1523888516,,FA9550-,F4320338279,Air Force Office of Scientific Research,
W4390793745,10,G1664757510,,AC02–06CH11357,F4320338284,Argonne National Laboratory,
W4390793745,11,G1688234926,,CRC-183,F4320320879,Deutsche Forschungsgemeinschaft,
W4390793745,12,G1770223817,,FA864921P0781,F4320338294,Air Force Research Laboratory,
W4390793745,13,G1813248907,,DMR-1747426,F4320338279,Air Force Office of Scientific Research,
W4390793745,14,G2033548659,,EXC‐2046/1,F4320320879,Deutsche Forschungsgemeinschaft,
W4390793745,15,G2287611682,,AC02‐06CH11357,F4320332359,Office of Science,
W4390793745,16,G262962599,,AC02‐06CH11357,F4320306084,U.S. Department of Energy,
W4390793745,17,G2882288540,,W911NF2310077,F4320338281,Army Research Office,
W4390793745,18,G3075337988,,06CH11357,F4320338284,Argonne National Laboratory,
W4390793745,19,G3077665131,QLCI-CI: NSF Quantum Leap Challenge Institute for Present and Future Quantum Computing,2016245,F4320306076,National Science Foundation,
W4390793745,20,G3162985271,,W911NF2110325,F4320333591,Multidisciplinary University Research Initiative,
W4390793745,21,G3479632140,,DE-AC02-06CH11357,F4320320879,Deutsche Forschungsgemeinschaft,
W4390793745,22,G3589692066,,DE-AC02-06CH11357,F4320337367,Division of Materials Research,
W4390793745,23,G3722242190,,OMA-2137642,F4320338279,Air Force Office of Scientific Research,
W4390793745,24,G3990184095,,FA9550-21-1-0209,F4320309626,University of Chicago,
W4390793745,25,G4020565512,,CCF-1813814,F4320306084,U.S. Department of Energy,
W4390793745,26,G431725244,,FA9550-21-1-0209,F4320333591,Multidisciplinary University Research Initiative,
W4390793745,27,G4516736450,,-21-1-,F4320338279,Air Force Office of Scientific Research,
W4390793745,28,G4629941602,QuIC - TaQS: Interconnects for a Superconducting-Atomic Hybrid Quantum Network,2137642,F4320306076,National Science Foundation,
W4390793745,29,G4639932191,,2016245,F4320338281,Army Research Office,
W4390793745,30,G4800547303,,1747426,F4320337367,Division of Materials Research,
W4390793745,31,G4876042962,,OMA-1936118,F4320338279,Air Force Office of Scientific Research,
W4390793745,32,G4943919972,,390685689,F4320306076,National Science Foundation,
W4390793745,33,G4944074465,Convergence QL: Workshop Series: Cross- Sector Connections in Quantum Leap,1747426,F4320306076,National Science Foundation,
W4390793745,34,G498139845,,DE-AC02,F4320332359,Office of Science,
W4390793745,35,G513797252,,DE-AC02–06CH11357,F4320306076,National Science Foundation,
W4390793745,36,G5298095028,,DMR-1747426,F4320337367,Division of Materials Research,
W4390793745,37,G5298762856,,FA9550-21-1-0209,F4320338294,Air Force Research Laboratory,
W4390793745,38,G5659690140,,FA9550-19-1-0399,F4320306076,National Science Foundation,
W4390793745,39,G5853193109,,EXC‐2046/1,F4320330291,Berlin Mathematics Research Center MATH+,
W4390793745,40,G6167497367,,FA9550-19-1-0399,F4320338279,Air Force Office of Scientific Research,
W4390793745,41,G6518383159,,W911NF2110325,F4320338281,Army Research Office,
W4390793745,42,G6526646931,,FA9550-19-1-0399,F4320333591,Multidisciplinary University Research Initiative,
W4390793745,43,G6848031779,,06CH11357,F4320306084,U.S. Department of Energy,
W4390793745,44,G6918803902,,06CH11357,F4320332359,Office of Science,
W4390793745,45,G741291543,,DE-AC02-06CH11357,F4320338279,Air Force Office of Scientific Research,
W4390793745,46,G7452299184,,W911NF,F4320338281,Army Research Office,
W4390793745,47,G7576470222,NSF Engineering Research Center for Quantum Networks (CQN),1941583,F4320306076,National Science Foundation,
W4390793745,48,G7725451807,EXC 2046: MATH+: Berlin Mathematics Research Center,390685689,F4320320879,Deutsche Forschungsgemeinschaft,
W4390793745,49,G7802408855,,390685689,F4320321114,Bundesministerium für Bildung und Forschung,
W4390793745,50,G8289759875,,FA9550,F4320338294,Air Force Research Laboratory,
W4390793745,51,G8396343115,AF: Small: Toward Applications and Verification of Early Quantum Computers,1813814,F4320306076,National Science Foundation,
W4390793745,52,G8785581450,,EXC-2046/1,F4320306076,National Science Foundation,
W4390793745,53,G8964763783,,390685689,F4320330291,Berlin Mathematics Research Center MATH+,
W4390793745,54,G922915270,QII-TAQS: Quantum Metrological Platform for Single-Molecule Bio-Sensing,1936118,F4320306076,National Science Foundation,
W4390793745,55,G969889393,,DE-AC02-,F4320306084,U.S. Department of Energy,
W4390793745,56,G993149817,,DE-AC02-06CH11357 ,F4320332359,Office of Science,
W4313494717,1,G121915436,,DEAC05- 00OR22725,F4320332359,Office of Science,
W4313494717,2,G1352987678,,FA9550-18-1-0161,F4320338279,Air Force Office of Scientific Research,
W4313494717,3,G1404049065,,FA9550-21-1-0209,F4320338279,Air Force Office of Scientific Research,
W4313494717,4,G1432373144,,W911NF-21-1-,F4320338281,Army Research Office,
W4313494717,5,G1482135624,,W911NF-18-1-0020,F4320338279,Air Force Office of Scientific Research,
W4313494717,6,G1523888516,,FA9550-,F4320338279,Air Force Office of Scientific Research,
W4313494717,7,G1528409558,,No. DE-AC05-00OR22725,F4320332359,Office of Science,
W4313494717,8,G1645119126,,AC05-00OR22725,F4320306084,U.S. Department of Energy,
W4313494717,9,G165179637,,W911NF1610349,F4320333591,Multidisciplinary University Research Initiative,
W4313494717,10,G1770223817,,FA864921P0781,F4320338294,Air Force Research Laboratory,
W4313494717,11,G1799408541,,EEC-1941583,F4320338279,Air Force Office of Scientific Research,
W4313494717,12,G1813248907,,DMR-1747426,F4320338279,Air Force Office of Scientific Research,
W4313494717,13,G203625172,,DE--AC05--00OR22725,F4320306084,U.S. Department of Energy,
W4313494717,14,G2072961586,,#FP00010905,F4320306084,U.S. Department of Energy,
W4313494717,15,G2269417659,,DE-AC05-00OR22725,F4320338294,Air Force Research Laboratory,
W4313494717,16,G2411683797,,DEAC05- 00OR22725,F4320306076,National Science Foundation,
W4313494717,17,G2598085392,,W911NF-16-1-0349,F4320338279,Air Force Office of Scientific Research,
W4313494717,18,G2988778103,,DE-AC05?,F4320306084,U.S. Department of Energy,
W4313494717,19,G3049477530,,Contract No. DE-AC05-00OR22725,F4320306084,U.S. Department of Energy,
W4313494717,20,G3067963855,,W911NF-18-1-0020,F4320338281,Army Research Office,
W4313494717,21,G3162985271,,W911NF2110325,F4320333591,Multidisciplinary University Research Initiative,
W4313494717,22,G3230488186,,FA9550-18-1-0148,F4320338279,Air Force Office of Scientific Research,
W4313494717,23,G3392305090,,-16-1-,F4320338279,Air Force Office of Scientific Research,
W4313494717,24,G3516030815,,FA9550-19-1-0399; FA9550-21-1-0209,F4320338279,Air Force Office of Scientific Research,
W4313494717,25,G3722242190,,OMA-2137642,F4320338279,Air Force Office of Scientific Research,
W4313494717,26,G431725244,,FA9550-21-1-0209,F4320333591,Multidisciplinary University Research Initiative,
W4313494717,27,G4423657506,,AC05-00OR22725,F4320338287,Oak Ridge National Laboratory,
W4313494717,28,G4516736450,,-21-1-,F4320338279,Air Force Office of Scientific Research,
W4313494717,29,G4578494242,,FA9550-21-1-0008,F4320338279,Air Force Office of Scientific Research,
W4313494717,30,G4629941602,QuIC - TaQS: Interconnects for a Superconducting-Atomic Hybrid Quantum Network,2137642,F4320306076,National Science Foundation,
W4313494717,31,G479317180,"CAREER: Near-term quantum computing: achieving quantum advantage, and next steps",2044923,F4320306076,National Science Foundation,
W4313494717,32,G4800547303,,1747426,F4320337367,Division of Materials Research,
W4313494717,33,G4876042962,,OMA-1936118,F4320338279,Air Force Office of Scientific Research,
W4313494717,34,G4944074465,Convergence QL: Workshop Series: Cross- Sector Connections in Quantum Leap,1747426,F4320306076,National Science Foundation,
W4313494717,35,G4962106257,,W911NF-18-1-0212,F4320338281,Army Research Office,
W4313494717,36,G5298095028,,DMR-1747426,F4320337367,Division of Materials Research,
W4313494717,37,G5298762856,,FA9550-21-1-0209,F4320338294,Air Force Research Laboratory,
W4313494717,38,G5659690140,,FA9550-19-1-0399,F4320306076,National Science Foundation,
W4313494717,39,G5868295057,,FP00010905,F4320306076,National Science Foundation,
W4313494717,40,G6131459415,,DE-AC05-00OR22725,F4320338279,Air Force Office of Scientific Research,
W4313494717,41,G6167497367,,FA9550-19-1-0399,F4320338279,Air Force Office of Scientific Research,
W4313494717,42,G6486853205,,Contract No. DE-AC05-00OR22725,F4320338287,Oak Ridge National Laboratory,
W4313494717,43,G6518383159,,W911NF2110325,F4320338281,Army Research Office,
W4313494717,44,G6526646931,,FA9550-19-1-0399,F4320333591,Multidisciplinary University Research Initiative,
W4313494717,45,G657448715,,W911NF-16-1-,F4320338281,Army Research Office,
W4313494717,46,G6671297155,,CAREER,F4320306076,National Science Foundation,
W4313494717,47,G675320460,,DE-AC05-00OR22725,F4320338287,Oak Ridge National Laboratory,
W4313494717,48,G6911681599,,No. DE-AC05-00OR22725,F4320306084,U.S. Department of Energy,
W4313494717,49,G7444832178,,EEC-1941583,F4320306084,U.S. Department of Energy,
W4313494717,50,G7452299184,,W911NF,F4320338281,Army Research Office,
W4313494717,51,G7500482128,,W911NF-18-1-0212,F4320338279,Air Force Office of Scientific Research,
W4313494717,52,G7576470222,NSF Engineering Research Center for Quantum Networks (CQN),1941583,F4320306076,National Science Foundation,
W4313494717,53,G7744020896,,FA8649-21-P-0781,F4320306078,U.S. Department of Defense,
W4313494717,54,G7900882,,W911NF-16- 1-0349,F4320338281,Army Research Office,
W4313494717,55,G8163048266,,FA9550-18-1-0161,F4320333591,Multidisciplinary University Research Initiative,
W4313494717,56,G8269158468,,AC05-00OR22725,F4320332359,Office of Science,
W4313494717,57,G8289759875,,FA9550,F4320338294,Air Force Research Laboratory,
W4313494717,58,G8672390710,,2020-71479,F4320306079,David and Lucile Packard Foundation,
W4313494717,59,G8906985441,,00OR22725,F4320306084,U.S. Department of Energy,
W4313494717,60,G922915270,QII-TAQS: Quantum Metrological Platform for Single-Molecule Bio-Sensing,1936118,F4320306076,National Science Foundation,
W4317804313,1,G1404049065,,FA9550-21-1-0209,F4320338279,Air Force Office of Scientific Research,
W4317804313,2,G1432373144,,W911NF-21-1-,F4320338281,Army Research Office,
W4317804313,3,G1482135624,,W911NF-18-1-0020,F4320338279,Air Force Office of Scientific Research,
W4317804313,4,G1523888516,,FA9550-,F4320338279,Air Force Office of Scientific Research,
W4317804313,5,G165179637,,W911NF1610349,F4320333591,Multidisciplinary University Research Initiative,
W4317804313,6,G1770223817,,FA864921P0781,F4320338294,Air Force Research Laboratory,
W4317804313,7,G1799408541,,EEC-1941583,F4320338279,Air Force Office of Scientific Research,
W4317804313,8,G2598085392,,W911NF-16-1-0349,F4320338279,Air Force Office of Scientific Research,
W4317804313,9,G3067963855,,W911NF-18-1-0020,F4320338281,Army Research Office,
W4317804313,10,G3162985271,,W911NF2110325,F4320333591,Multidisciplinary University Research Initiative,
