requested_work_id,returned_openalex_id,fetch_status,fetch_method,is_xpac,doi,title,type,raw_type,publication_year,publication_date,source_display_name,author_names_clean,institution_names_clean,authorships_countries,countries_distinct_count,institutions_distinct_count,funder_display_names,award_ids,pmid,pmcid,mag,type_crossref,language,volume,issue,first_page,last_page,indexed_in,created_date,updated_date,source_id,source_type,issn_l,issn_all,host_organization_id,host_organization_name,primary_location_version,primary_location_license,primary_location_is_oa,primary_location_landing_page,primary_location_pdf_url,locations_count,is_oa,oa_status,oa_url,any_repository_has_fulltext,best_oa_source_name,best_oa_source_type,best_oa_license,best_oa_version,best_oa_landing_page,best_oa_pdf_url,apc_list_value_usd,apc_paid_value_usd,apc_paid_provenance,has_fulltext,has_content_pdf,has_content_grobid,cited_by_count,fwci,cnp_value,is_in_top_1_percent,is_in_top_10_percent,cited_by_pctile_min,cited_by_pctile_max,referenced_works_count,related_works_count,is_retracted,is_paratext,is_paratext_raw,primary_topic,primary_topic_id,primary_topic_score,primary_subfield,primary_field,primary_domain,topics_all,topics_count,keywords,keywords_count,concepts,concepts_count,sdg_names,sdg_count,abstract,has_abstract,authors_count,first_author_name,last_author_name,authorships_institutions,authorships_countries_src,distinct_countries_list,countries_distinct_computed,institutions_distinct_computed,corresponding_author_names,corresponding_institution_names,authorships_truncated_flag,award_display_names,award_dois,award_count,award_ids_count,award_title_count,funder_count,has_funding_data,has_awards,award_id_has_delim,funding_provenance,is_international_collab,is_multi_institution,is_single_author
W3128101795,W3128101795,ok,list_filter,FALSE,https://doi.org/10.1088/2515-7647/ac1ef4,2022 Roadmap on integrated quantum photonics,article,,2021,2021-08-18,Journal of Physics Photonics,Galan Moody; Volker J. Sorger; Daniel J Blumenthal; P Juodawlkis; William Loh; Cheryl Sorace-Agaskar; Alex E Jones; Krishna C Balram; Jonathan C F Matthews; Anthony Laing; Marcelo Davanço; Lin Chang; John E. Bowers; Niels Quack; Christophe Galland; Igor Aharonovich; Martin A Wolff; Carsten Schuck; Neil Sinclair; Marko Lončar; Tin Komljenović; David Weld; Shayan Mookherjea; Sonia Buckley; Marina Radulaski; Stephan Reitzenstein; Benjamin Pingault; Bartholomeus Machielse; Debsuvra Mukhopadhyay; Alexey Akimov; А. М. Желтиков; G. S. Agarwal; Kartik Srinivasan; Juanjuan Lu; Hong X. Tang; Wentao Jiang; Timothy P. McKenna; Amir H. Safavi‐Naeini; Stephan Steinhauer; Ali W. Elshaari; Val Zwiller; Paul Davids; Nicholas Martinez; Michael Gehl; John Chiaverini; Karan K. Mehta; Jacquiline Romero; Navin B. Lingaraju; Andrew M. Weiner; Daniel Peace; Robert Čerňanský; Mirko Lobino; Eleni Diamanti; Luis Trigo Vidarte; Ryan M. Camacho,"University of California, Santa Barbara; George Washington University; MIT Lincoln Laboratory; Massachusetts Institute of Technology; University of Bristol; National Institute of Standards and Technology; École Polytechnique Fédérale de Lausanne; University of Technology Sydney; University of Münster; Harvard University; University of California San Diego; University of California, Davis; Technische Universität Berlin; QuTech; Delft University of Technology; Texas A&M University; P.N. Lebedev Physical Institute of the Russian Academy of Sciences; Russian Quantum Center; Lomonosov Moscow State University; Yale University; Stanford University; KTH Royal Institute of Technology; Sandia National Laboratories; ETH Zurich; Australian Research Council; The University of Queensland; ARC Centre of Excellence for Engineered Quantum Systems; Purdue University West Lafayette; Griffith University; Centre for Quantum Computation and Communication Technology; Centre National de la Recherche Scientifique; Sorbonne Université; Brigham Young University","US | US | US | US | US | US | GB | GB | GB | GB | US | US | US | CH | CH | AU | DE | DE | US | US |  | US | US | US | US | DE | NL,US | US | US | RU,US | RU | US | US | US | US | US | US | US | SE | SE | SE | US | US | US | US | CH | AU | US | US | AU | AU | AU | FR | FR | US",9,33,"Army Research Office; U.S. Department of Energy; Defense Advanced Research Projects Agency; Engineering and Physical Sciences Research Council; National Science Foundation; National Aeronautics and Space Administration; U.S. Department of Defense; Office of Naval Research; Air Force Research Laboratory; Air Force Office of Scientific Research; Texas A and M University; Westpac Bicentennial Foundation; Keysight Technologies; European Commission; Deutsche Forschungsgemeinschaft; Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung; Russian Foundation for Basic Research; Vetenskapsrådet; Russian Science Foundation; Ministry of Science and Higher Education of the Russian Federation; National Institute of Standards and Technology; National Nuclear Security Administration; University of California, Santa Barbara; Advanced Research Projects Agency; Natural Sciences and Engineering Research Council of Canada; European Regional Development Fund; Basic Energy Sciences; Sandia National Laboratories; H2020 Marie Skłodowska-Curie Actions; Division of Materials Sciences and Engineering",FA8702-15-D-0001 | FA8702-15-D-0001 | FA8702-15-D-0001 | EP/T001062/1 | FA8702-15-D-0001 | FA8702-15-D-0001 | FA8702-15-D-0001 | EP/N003470/1 | FA8702-15-D-0001 | -0001 | FA8702‐15‐D‐0001 | FA8702-15-D-0001,,,3128101795,,en,4,1,012501,012501,arxiv; crossref; datacite; doaj,2025-10-10T00:00:00,2026-08-26T07:47:46.906454,S4210198424,journal,2515-7647,2515-7647,P4310320083,IOP Publishing,publishedVersion,cc-by,TRUE,https://doi.org/10.1088/2515-7647/ac1ef4,https://iopscience.iop.org/article/10.1088/2515-7647/ac1ef4/pdf,15,TRUE,gold,https://iopscience.iop.org/article/10.1088/2515-7647/ac1ef4/pdf,TRUE,Journal of Physics Photonics,journal,cc-by,publishedVersion,https://doi.org/10.1088/2515-7647/ac1ef4,https://iopscience.iop.org/article/10.1088/2515-7647/ac1ef4/pdf,2700,2700,,TRUE,TRUE,TRUE,6,0.8278,0.77719775,FALSE,FALSE,93,96,269,19,FALSE,FALSE,FALSE,Neural Networks and Reservoir Computing,T12611,0.9998999834060669,Artificial Intelligence,Computer Science,Physical Sciences,Neural Networks and Reservoir Computing; Photonic and Optical Devices; Optical Network Technologies,3,Photonics; Computer science; Integrated circuit; Quantum computer; Electronics; Electrical engineering; Quantum; Electronic engineering; Engineering; Physics; Optoelectronics,11,Photonics; Computer science; Integrated circuit; Quantum computer; Electronics,12,,0,"Abstract Integrated photonics will play a key role in quantum systems as they grow from few-qubit prototypes to tens of thousands of qubits. The underlying optical quantum technologies can only be realized through the integration of these components onto quantum photonic integrated circuits (QPICs) with accompanying electronics. In the last decade, remarkable advances in quantum photonic integration have enabled table-top experiments to be scaled down to prototype chips with improvements in efficiency, robustness, and key performance metrics. These advances have enabled integrated quantum photonic technologies combining up to 650 optical and electrical components onto a single chip that are capable of programmable quantum information processing, chip-to-chip networking, hybrid quantum system integration, and high-speed communications. In this roadmap article, we highlight the status, current and future challenges, and emerging technologies in several key research areas in integrated quantum photonics, including photonic platforms, quantum and classical light sources, quantum frequency conversion, integrated detectors, and applications in computing, communications, and sensing. With advances in materials, photonic design architectures, fabrication and integration processes, packaging, and testing and benchmarking, in the next decade we can expect a transition from single- and few-function prototypes to large-scale integration of multi-functional and reconfigurable devices that will have a transformative impact on quantum information science and engineering.",TRUE,55,Galan Moody,Ryan M. Camacho,"University of California, Santa Barbara | George Washington University | University of California, Santa Barbara | MIT Lincoln Laboratory + Massachusetts Institute of Technology | MIT Lincoln Laboratory + Massachusetts Institute of Technology | MIT Lincoln Laboratory + Massachusetts Institute of Technology | University of Bristol | University of Bristol | University of Bristol | University of Bristol | National Institute of Standards and Technology | University of California, Santa Barbara | University of California, Santa Barbara | École Polytechnique Fédérale de Lausanne | École Polytechnique Fédérale de Lausanne | University of Technology Sydney | University of Münster | University of Münster | Harvard University | Harvard University |  | University of California, Santa Barbara | University of California San Diego | National Institute of Standards and Technology | University of California, Davis | Technische Universität Berlin | Harvard University + QuTech + Delft University of Technology | Harvard University | Texas A&M University | P.N. Lebedev Physical Institute of the Russian Academy of Sciences + Russian Quantum Center + Texas A&M University | P.N. Lebedev Physical Institute of the Russian Academy of Sciences + Lomonosov Moscow State University + Russian Quantum Center | Texas A&M University | National Institute of Standards and Technology | Yale University | Yale University | Stanford University | Stanford University | Stanford University | KTH Royal Institute of Technology | KTH Royal Institute of Technology | KTH Royal Institute of Technology | Sandia National Laboratories | Sandia National Laboratories | Sandia National Laboratories | MIT Lincoln Laboratory + Massachusetts Institute of Technology | ETH Zurich | Australian Research Council + The University of Queensland + ARC Centre of Excellence for Engineered Quantum Systems | Purdue University West Lafayette | Purdue University West Lafayette | Griffith University + Centre for Quantum Computation and Communication Technology | Griffith University + Centre for Quantum Computation and Communication Technology | Griffith University + Centre for Quantum Computation and Communication Technology | Centre National de la Recherche Scientifique + Sorbonne Université | Centre National de la Recherche Scientifique + Sorbonne Université | Brigham Young University",authorship.countries,US; GB; CH; AU; DE; NL; RU; SE; FR,9,33,Galan Moody,"University of California, Santa Barbara",FALSE,,,12,12,0,30,TRUE,TRUE,FALSE,award_with_grant_id,TRUE,TRUE,FALSE
W4360605957,W4360605957,ok,list_filter,FALSE,https://doi.org/10.1109/isscc42615.2023.10067445,34.1 THz Cryo-CMOS Backscatter Transceiver: A Contactless 4 Kelvin-300 Kelvin Data Interface,conference-paper,,2023,2023-02-19,,Jinchen Wang; Mohamed I. Ibrahim; Isaac Harris; Nathan M. Monroe; Muhammad Ibrahim Wasiq Khan; Xiang Yi; Dirk Englund; Ruonan Han,Massachusetts Institute of Technology,US | US | US | US | US | US | US | US,1,1,,,,,,,en,,,504,506,crossref,2025-10-10T00:00:00,2026-08-21T09:56:20.448147,,,,,,,publishedVersion,,FALSE,https://doi.org/10.1109/isscc42615.2023.10067445,,1,FALSE,closed,,FALSE,,,,,,,,,,FALSE,FALSE,FALSE,17,8.7309,0.98808191,FALSE,TRUE,96,99,6,10,FALSE,FALSE,FALSE,Photonic and Optical Devices,T10299,0.9997000098228455,Electrical and Electronic Engineering,Engineering,Physical Sciences,Photonic and Optical Devices; Semiconductor Quantum Structures and Devices; Terahertz technology and applications,3,Optoelectronics; CMOS; Thermoelectric cooling; Electrical engineering; Materials science; Computer science; Electronic engineering; Physics; Thermoelectric effect; Engineering,10,Optoelectronics; CMOS; Thermoelectric cooling; Electrical engineering; Materials science,11,Affordable and clean energy,1,"Modern low-temperature large-scale systems, such as high-sensitivity IR/THz imaging arrays and quantum computers, require massive signal connections between the cooled system core and external room-temperature (RT) components. An error-protected quantum computer needs thousands or even millions of qubits operating at cryogenic temperature. Albeit the rapid development of highly-integrated quantum processors [1], future scalability may still be largely limited by the cables connecting the processors and peripheral control/processing units [2]; because even using low-thermal-conductivity metal materials, those cables still transport non-negligible amount of heat due to the large temperature gradient. In a dilution refrigerator, a stainless-steel UT-085-SS-SS cable could pose close to one mW of heat load to the 4K stage, and tens of mW to the 50K stage [2]. To drive such a non-copper cable in the cryogenic-to-RT (i.e. uplink) data path, standard I/O circuits in cooled sensors/processors typically consume pJ/b-level energy, further raising the overall heat load. Recently, optical fibers along with cryogenic InGaAs photodiode [3] and VCSEL lasers [4] are used for$< 10^{-12}$bit-error-rate (BER). In this paper, a terahertz (THz) transceiver chip operating at 4K is presented as a CMOS-based, fully-integrable alternative to the interconnect solutions above. The carrier frequency of 260GHz, which is determined based on the trade-off between the antenna dimension and the efficiency of the transistors, is sufficiently high to minimize the link footprint and to avoid potential disturbance of qubits, such as the superconducting or nitrogen-vacancy ones, that typically operate at gigahertz; on the other hand, it also leads to much lower quantum noise$(\sim \hbar\omega)$compared to that in photonic links. The transceiver avoids the power-hungry terahertz (THz) generation by adopting a passive backscatter communication scheme (Fig. 34.1.1), and a 4Gbps uplink is demonstrated with only 176fJ/b added heat load. In the downlink, the heat load is further reduced to 34fJ/b at 4.4Gbps. This fully contactless 4K-RT interface can be used to deliver digitized control/readout data, and even some analog/RF signals such as low phase noise clocks.",TRUE,8,Jinchen Wang,Ruonan Han,Massachusetts Institute of Technology | Massachusetts Institute of Technology | Massachusetts Institute of Technology | Massachusetts Institute of Technology | Massachusetts Institute of Technology | Massachusetts Institute of Technology | Massachusetts Institute of Technology | Massachusetts Institute of Technology,authorship.countries,US,1,1,,,FALSE,,,0,0,0,0,FALSE,FALSE,FALSE,none,FALSE,FALSE,FALSE
W4400046685,W4400046685,ok,list_filter,FALSE,https://doi.org/10.1038/s41467-024-49437-0,3D oxygen vacancy distribution and defect-property relations in an oxide heterostructure,article,,2024,2024-06-26,Nature Communications,Kasper A. Hunnestad; Hena Das; Constantinos Hatzoglou; Megan E. Holtz; Charles M. Brooks; Antonius T. J. van Helvoort; David A. Muller; Darrell G. Schlom; Julia A. Mundy; Dennis Meier,Norwegian University of Science and Technology; Tokyo Institute of Technology; Cornell University; Leibniz Institute for Crystal Growth; Harvard University,"NO | JP | NO | US | US | NO | US | DE,US | US | NO",4,5,"Norges Forskningsråd; Materials Research Science and Engineering Center, Harvard University; Norges Teknisk-Naturvitenskapelige Universitet; Ministry of Education, Culture, Sports, Science and Technology; Division of Materials Research; Basic Energy Sciences; National Science Foundation; European Commission; Core Research for Evolutional Science and Technology; U.S. Department of Energy; Division of Materials Sciences and Engineering",269842 | DMR- 1719875 | 295864 | JP19K05246 | DMR-1719875 | 197405/F50 | DE-SC0002334 | 197405 | 1719875 | HORIZON2020 | JPMJCR22O1 | JP19H05625 | 295864 | 197405 | CREST | 1719875 | DESC0002334 | 1719875 | CREST | 269842/F50,https://pubmed.ncbi.nlm.nih.gov/38926403,,,,en,15,1,5400,5400,crossref; doaj; pubmed,2025-10-10T00:00:00,2026-08-25T07:29:55.448023,S64187185,journal,2041-1723,2041-1723,P4310319908,Nature Portfolio,publishedVersion,cc-by,TRUE,https://doi.org/10.1038/s41467-024-49437-0,https://www.nature.com/articles/s41467-024-49437-0.pdf,6,TRUE,gold,https://www.nature.com/articles/s41467-024-49437-0.pdf,TRUE,Nature Communications,journal,cc-by,publishedVersion,https://doi.org/10.1038/s41467-024-49437-0,https://www.nature.com/articles/s41467-024-49437-0.pdf,6990,6990,,TRUE,TRUE,TRUE,15,1.3242,0.82785551,FALSE,FALSE,90,100,41,10,FALSE,FALSE,FALSE,Electronic and Structural Properties of Oxides,T12588,0.9998999834060669,Materials Chemistry,Materials Science,Physical Sciences,Electronic and Structural Properties of Oxides; Magnetic and transport properties of perovskites and related materials; Multiferroics and related materials,3,Heterojunction; Ferrimagnetism; Multiferroics; Materials science; Oxide; Condensed matter physics; Superlattice; Oxygen; Ferroelectricity; Vacancy defect; Nanotechnology; Chemical physics; Topology (electrical circuits); Chemistry; Physics; Magnetic field; Optoelectronics; Magnetization,18,Heterojunction; Ferrimagnetism; Multiferroics; Materials science; Oxide,24,,0,"Abstract Oxide heterostructures exhibit a vast variety of unique physical properties. Examples are unconventional superconductivity in layered nickelates and topological polar order in (PbTiO 3 ) n /(SrTiO 3 ) n superlattices. Although it is clear that variations in oxygen content are crucial for the electronic correlation phenomena in oxides, it remains a major challenge to quantify their impact. Here, we measure the chemical composition in multiferroic (LuFeO 3 ) 9 /(LuFe 2 O 4 ) 1 superlattices, mapping correlations between the distribution of oxygen vacancies and the electric and magnetic properties. Using atom probe tomography, we observe oxygen vacancies arranging in a layered three-dimensional structure with a local density on the order of 10 14 cm −2 , congruent with the formula-unit-thick ferrimagnetic LuFe 2 O 4 layers. The vacancy order is promoted by the locally reduced formation energy and plays a key role in stabilizing the ferroelectric domains and ferrimagnetism in the LuFeO 3 and LuFe 2 O 4 layers, respectively. The results demonstrate pronounced interactions between oxygen vacancies and the multiferroic order in this system and establish an approach for quantifying the oxygen defects with atomic-scale precision in 3D, giving new opportunities for deterministic defect-enabled property control in oxide heterostructures.",TRUE,10,Kasper A. Hunnestad,Dennis Meier,Norwegian University of Science and Technology | Tokyo Institute of Technology | Norwegian University of Science and Technology | Cornell University | Cornell University | Norwegian University of Science and Technology | Cornell University | Cornell University + Leibniz Institute for Crystal Growth | Harvard University | Norwegian University of Science and Technology,authorship.countries,NO; JP; US; DE,4,5,Dennis Meier,Norwegian University of Science and Technology,FALSE,Cornell Center for Materials Research - MRSEC | NEW; SISGR - USING INTERFACES TO CREATE STRONGLY-COUPLED MAGNETIC-FERROELECTRICS; PI - DARRELL G. SCHLOM,,20,20,2,11,TRUE,TRUE,FALSE,award_with_grant_id,TRUE,TRUE,FALSE
W4391766454,W4391766454,ok,list_filter,FALSE,https://doi.org/10.48550/arxiv.2402.06063,3D-2D Neural Nets for Phase Retrieval in Noisy Interferometric Imaging,preprint,,2024,2024-02-08,arXiv (Cornell University),Andrew H. Proppe; Guillaume Thekkadath; Duncan England; Philip J. Bustard; Frédéric Bouchard; Jeff S. Lundeen; Benjamin Sussman,, |  |  |  |  |  | ,0,0,University of Ottawa; Canada Research Chairs; Natural Sciences and Engineering Research Council of Canada,,,,,,en,,,,,arxiv; datacite,2025-10-10T00:00:00,2026-08-26T07:47:46.906454,S4306400194,repository,2331-8422,2331-8422,I205783295,Cornell University,submittedVersion,,TRUE,http://arxiv.org/abs/2402.06063,https://arxiv.org/pdf/2402.06063,3,TRUE,green,https://arxiv.org/pdf/2402.06063,TRUE,arXiv (Cornell University),repository,,submittedVersion,http://arxiv.org/abs/2402.06063,https://arxiv.org/pdf/2402.06063,,,,TRUE,TRUE,TRUE,0,,,,,,,0,10,FALSE,FALSE,FALSE,Advanced X-ray Imaging Techniques,T11183,0.9732000231742859,Radiation,Physics and Astronomy,Physical Sciences,Advanced X-ray Imaging Techniques; Optical Polarization and Ellipsometry; Calibration and Measurement Techniques,3,Interferometry; Computer science; Phase (matter); Phase retrieval; Phase imaging; Artificial intelligence; Remote sensing; Geology; Optics; Physics,10,Interferometry; Computer science; Phase (matter); Phase retrieval; Phase imaging,13,,0,"In recent years, neural networks have been used to solve phase retrieval problems in imaging with superior accuracy and speed than traditional techniques, especially in the presence of noise. However, in the context of interferometric imaging, phase noise has been largely unaddressed by existing neural network architectures. Such noise arises naturally in an interferometer due to mechanical instabilities or atmospheric turbulence, limiting measurement acquisition times and posing a challenge in scenarios with limited light intensity, such as remote sensing. Here, we introduce a 3D-2D Phase Retrieval U-Net (PRUNe) that takes noisy and randomly phase-shifted interferograms as inputs, and outputs a single 2D phase image. A 3D downsampling convolutional encoder captures correlations within and between frames to produce a 2D latent space, which is upsampled by a 2D decoder into a phase image. We test our model against a state-of-the-art singular value decomposition algorithm and find PRUNe reconstructions consistently show more accurate and smooth reconstructions, with a x2.5 - 4 lower mean squared error at multiple signal-to-noise ratios for interferograms with low (< 1 photon/pixel) and high (~100 photons/pixel) signal intensity. Our model presents a faster and more accurate approach to perform phase retrieval in extremely low light intensity interferometry in presence of phase noise, and will find application in other multi-frame noisy imaging techniques.",TRUE,7,Andrew H. Proppe,Benjamin Sussman, |  |  |  |  |  | ,,,0,0,,,FALSE,,,0,0,0,3,TRUE,FALSE,FALSE,funder_only,FALSE,FALSE,FALSE
W4388040027,W4388040027,ok,list_filter,FALSE,https://doi.org/10.1109/irmmw-thz57677.2023.10298946,500 GHz field-resolved detection in thin-film lithium niobate devices,conference-paper,,2023,2023-09-17,,Alessandro Tomasino; Amirhassan Shams‐Ansari; Marko Lončar; Ileana-Cristina Benea-Chelmus,École Polytechnique Fédérale de Lausanne; Harvard University,"CH | US | US | CH,US",2,2,,,,,,,en,,,1,2,crossref,2025-10-10T00:00:00,2026-08-13T07:04:57.449891,,,,,,,publishedVersion,,FALSE,https://doi.org/10.1109/irmmw-thz57677.2023.10298946,,2,TRUE,green,http://infoscience.epfl.ch/record/308232,TRUE,Infoscience (Ecole Polytechnique Fédérale de Lausanne),repository,cc-by-nc-nd,submittedVersion,http://infoscience.epfl.ch/record/308232,,,,,FALSE,FALSE,FALSE,4,2.0831,0.87218154,FALSE,FALSE,90,97,11,10,FALSE,FALSE,FALSE,Photonic and Optical Devices,T10299,0.9998999834060669,Electrical and Electronic Engineering,Engineering,Physical Sciences,Photonic and Optical Devices; Terahertz technology and applications; Photonic Crystals and Applications,3,Lithium niobate; Terahertz radiation; Materials science; Interferometry; Optoelectronics; Optics; Photonics; Electric field; Physics,9,Lithium niobate; Terahertz radiation; Materials science; Interferometry; Optoelectronics,10,Affordable and clean energy,1,"In this work, we show the coherent reconstruction of terahertz (THz) transients in thin-film lithium niobate integrated photonics circuits. Our devices modulate the intensity of a probe beam guided through a Mach-Zehnder interferometer (MZI) structure, under the illumination of an impinging THz wave. Golden bow-tie antennas fabricated along the waveguides, collect and tightly squeeze the THz radiation across their gap, greatly enhancing the THz-probe nonlinear interaction. We show that the probe intensity modulation reproduces the oscillations of the THz electric field established across the gaps of the metallic antennas.",TRUE,4,Alessandro Tomasino,Ileana-Cristina Benea-Chelmus,École Polytechnique Fédérale de Lausanne | Harvard University | Harvard University | Harvard University + École Polytechnique Fédérale de Lausanne,authorship.countries,CH; US,2,2,,,FALSE,,,0,0,0,0,FALSE,FALSE,FALSE,none,TRUE,TRUE,FALSE
W4313430481,W4313430481,ok,list_filter,FALSE,https://doi.org/10.1038/s41566-022-01119-3,A 100-pixel photon-number-resolving detector unveiling photon statistics,article,,2022,2022-12-19,Nature Photonics,Risheng Cheng; Yiyu Zhou; Sihao Wang; Mohan Shen; Towsif Taher; Hong X. Tang,Yale University,US | US | US | US | US | US,1,1,Defense Advanced Research Projects Agency; National Science Foundation,W911NF-16-2-0151 | 1941583 | 1640959,,,,,en,17,1,112,119,crossref,2025-10-10T00:00:00,2026-08-23T07:36:19.812096,S120392215,journal,1749-4885,1749-4885; 1749-4893,P4310319908,Nature Portfolio,publishedVersion,,FALSE,https://doi.org/10.1038/s41566-022-01119-3,,1,FALSE,closed,,FALSE,,,,,,,12690,,,FALSE,FALSE,FALSE,119,12.4349,0.98942643,FALSE,TRUE,89,100,58,10,FALSE,FALSE,FALSE,Quantum Information and Cryptography,T10020,0.9991000294685364,Artificial Intelligence,Computer Science,Physical Sciences,Quantum Information and Cryptography; Random lasers and scattering media; Advanced Optical Sensing Technologies,3,Physics; Photon; Detector; Photonics; Quantum metrology; Photon antibunching; Optics; Photon counting; Single-photon source; Quantum optics; Nanowire; Quantum information science; Optoelectronics; Quantum; Quantum information; Quantum network; Quantum entanglement; Quantum mechanics,18,Physics; Photon; Detector; Photonics; Quantum metrology,18,"Peace, Justice and strong institutions",1,,FALSE,6,Risheng Cheng,Hong X. Tang,Yale University | Yale University | Yale University | Yale University | Yale University | Yale University,authorship.countries,US,1,1,Hong X. Tang,Yale University,FALSE,NSF Engineering Research Center for Quantum Networks (CQN) | EFRI ACQUIRE: Integrated Nanophotonic Solid State Memories for Telecom Wavelength Quantum Repeaters,,3,3,2,2,TRUE,TRUE,FALSE,award_with_grant_id,FALSE,FALSE,FALSE
W4415190557,W4415190557,ok,list_filter,FALSE,https://doi.org/10.48550/arxiv.2504.04611,A Bayesian Approach towards Atomically-precise Localization in Fluorescence Microscopy,preprint,,2025,2025-04-06,arXiv (Cornell University),Yuqin Duan; Qing Gu; Hanfeng Wang; Yong Hu; Kevin C. Chen; Matthew E. Trusheim; Dirk Englund,, |  |  |  |  |  | ,0,0,,,,,,,en,,,,,arxiv; datacite,2025-10-15T00:00:00,2026-08-26T07:47:46.906454,S4306400194,repository,2331-8422,2331-8422,I205783295,Cornell University,submittedVersion,,TRUE,http://arxiv.org/abs/2504.04611,https://arxiv.org/pdf/2504.04611,3,TRUE,green,https://arxiv.org/pdf/2504.04611,TRUE,arXiv (Cornell University),repository,,submittedVersion,http://arxiv.org/abs/2504.04611,https://arxiv.org/pdf/2504.04611,,,,FALSE,FALSE,FALSE,0,,,,,,,0,0,FALSE,FALSE,FALSE,Force Microscopy Techniques and Applications,T10923,0.9941999912261963,"Atomic and Molecular Physics, and Optics",Physics and Astronomy,Physical Sciences,Force Microscopy Techniques and Applications; Advanced Electron Microscopy Techniques and Applications; Integrated Circuits and Semiconductor Failure Analysis,3,Photon; Common emitter; Microscopy; Quantum dot; Diffraction; Quantum; Lattice (music); Scaling,8,Photon; Common emitter; Microscopy; Quantum dot; Physics,29,,0,"Super-resolution microscopy has revolutionized the imaging of complex physical and biological systems by surpassing the Abbe diffraction limit. Recent advancements, particularly in single-molecule localization microscopy (SMLM), have pushed localization below nanometer precision, by applying prior knowledge of correlated fluorescence emission from single emitters. However, achieving a refinement from 1 nm to 1 Angstrom demands a hundred-fold increase in collected photon signal. This quadratic resource scaling imposes a fundamental barrier in SMLM, where the intense photon collection is challenged by photo-bleaching, prolonged integration times, and inherent practical constraints. Here, we break this limit by harnessing the periodic nature of the atomic lattice structure. Applying this discrete grid imaging technique (DIGIT) in a quantum emitter system, we observe an exponential collapse of localization uncertainty once surpassing the host crystal's atomic lattice constant. We further applied DIGIT to a large-scale quantum emitter array, enabling parallel positioning of each emitter through wide-field imaging. Collectively, these advancements establish DIGIT as a competitive tool for achieving unprecedented, precise measurements, ultimately paving the way to direct optical resolution of crystal and atomic features within quantum and biological systems.",TRUE,7,Yuqin Duan,Dirk Englund, |  |  |  |  |  | ,,,0,0,,,FALSE,,,0,0,0,0,FALSE,FALSE,FALSE,none,FALSE,FALSE,FALSE
