"ua_author_names","n"
"Luiz Fernando Braga",1
"Luiz Guilherme Azevedo Mauad",1
"Luiz Henrique Moreira de Souza",1
"Lukas Foster",1
"Luke I. Szweda",1
"Luke K. Presson",1
"Lulejeta A. Latifi",1
"Luís F. Gonçalves",1
"Lyndsay Willmott",1
"Lynne Tomasa",1
"M J Li",1
"M M VITOLS",1
"M Shahidullah",1
"M Taylor",1
"M'Balia Thomas",1
"M. A. García",1
"M. A. Pohlmann",1
"M. Arif Hasan",1
"M. C. Nolan",1
"M. Corona",1
"M. D. Saiful Islam",1
"M. Dovale Álvarez",1
"M. Gold",1
"M. Hoffer",1
"M. Ilyas",1
"M. J. O. Francis",1
"M. Katherine Sayre",1
"M. Keppler",1
"M. Mehmet",1
"M. Melissa Darnell",1
"M. P. Sreeram",1
"M. Pilar Ramos Tamayo",1
"M. Repp",1
"M. T. Bogan",1
"M. Ward",1
"M. Z. Haque",1
"M.J. Silva",1
"M.M. Marefat",1
"M.M.K. Khan",1
"M.Y. Kautz",1
"MA Xiao-long",1
"MARCELA XAVIER TEREZA DE MELLO",1
"MARCOS ANTONIO FERNANDES RIBEIRO",1
"MARIA EDUARDA SIMÃO",1
"MARIANNA LUCINDA DE OLIVEIRA",1
"MATHEUS COSTA PEREIRA",1
"MATHEUS FARIA LIMA DA SILVA",1
"MATHEUS HENRIQUE DE CARVALHO SILVA",1
"MH Witte",1
"ML Chu",1
"Mace Coday",1
"Macie Balkan",1
"Mackinzie A. Stanley",1
"Madeleine S. Daly",1
"Madelien Nicola Mithelavage",1
"Madeline Gauthier",1
"Madeline P. Cutcliffe",1
"Madelyn Cook",1
"Madison A. Grams",1
"Madison E. Gamble",1
"Madison J. De Jesus",1
"Madison Knight",1
"Madison L. Morris",1
"Mae Berlow",1
"Magda Garbowski",1
"Magdalene So",1
"Maggie Kautz",1
"Mahdi Dolatyarieslami",1
"Mahdi Mahdavimanshadi",1
"Mahdieh F. Jedlowski",1
"Mahek Nirav Shah",1
"Mahesh Challapalli",1
"Mahesh Keerthivasan",1
"Mahsa Eslami",1
"Mai A. Abdel-Malek",1
"Maia B. Granoski",1
"Maisha Hafiz",1
"Maisun M. Ansary",1
"Maiya G. Block Ngaybe",1
"Maizey C Benner",1
"Makayla Johnson",1
"Makenna Ley",1
"Malia Edmonds",1
"Malini Roy",1
"Malla Reddy Gannarapu",1
"Mallory L. Davies",1
"Mallory Thompson",1
"Mandy K. Dhahan",1
"Manfred Spitzer",1
"Manpreet Singh",1
"Mansi Singh",1
"Mansour Mathkour",1
"Manuel Cevallos",1
"Manvir Kaur",1
"Mara Short",1
"Marc L. Miller",1
"Marc Lubitz",1
"Marc M. Oshiro",1
"Marc N. Jarczok",1
"Marc P. Verhougstraete",1
"Marc Zempare",1
"Marco A. Jimenez-Valencia",1
"Marco Padilla-Rodrigez",1
"Marco Patricio Bravo Mendoza",1
"Marcus C. Lam",1
"Marcus Klupar",1
"Marcus Löfverström",1
"Marcy Ojeda",1
"Marek Rychlik",1
"Maren E. Veatch‐Blohm",1
"Margaret E. Balfour",1
"Margaret E. Ginn‐Pease",1
"Marguerite E. O’Haire",1
"Maria A. Rosati",1
"Maria A. Sans‐Fuentes",1
"Maria C. Bishop",1
"Maria Castro",1
"Maria Esparza",1
"Maria I. Altbach",1
"Maria Janina Carrera Espinoza",1
"Maria Jose Hernandez",1
"Maria Karnafel",1
"Maria Khawam",1
"Maria L. Adelus",1
"Maria Lambousis",1
"Maria Ruiz Gonzales",1
"Maria Sandra Gonzalez Marshall",1
"Maria Sohn Hasman",1
"Maria Soldevila",1
"Mariam Hovhannisyan",1
"Mariana Felix",1
"Mariano Hernández",1
"Maricela Pier",1
"Marie L. Tanaka",1
"Marie Layac",1
"Marie-Sophie Dumont",1
"Mariella Rodríguez",1
"Marielle Aulikki Wälti",1
"Marika Nestor",1
"Marilyn Halonen",1
"Marilyn T. Marron",1
"Marina Cardó‐Vila",1
"Marina Dutra‐Clarke",1
"Marina Morandini",1
"Mario Emilio Ernesto Franco",1
"Mario I. Romero‐Ortega",1
"Marisa Cannon",1
"Marissa A. Lopez‐Pier",1
"Marissa Lovett",1
"Mariëtte J.V. Hoffer",1
"Marjan Aghajani",1
"Marjorie A. Nelson",1
"Marjorie Elizabeth Plummer",1
"Mark A. Beilstein",1
"Mark A. Nelson",1
"Mark Arthur",1
"Mark Bayer",1
"Mark D. Barton",1
"Mark D. Wheeler",1
"Mark K. Walsh",1
"Mark Pecha",1
"Mark Phillips",1
"Mark S. Smolinski",1
"Mark T. Parsons",1
"Marrisa N. Trujillo",1
"Marta V. Schoenle",1
"Martha Moore-Monroy",1
"Martha Noro Chollom",1
"Martin Formánek",1
"Martin Plant",1
"Martin Porchas",1
"Martin Schreiber",1
"Martin Speicher",1
"Marvin Chaires",1
"Marvin H. Eng",1
"Mary A Nowlen",1
"Mary Beth Jäger",1
"Mary C. Townsend",1
"Mary Conant",1
"Mary E. Spitzer",1
"Mary Hadeed",1
"Mary Kate Franchetti",1
"Mary Kathryn Franchetti",1
"Mary Kay Amistadi",1
"Mary Kay O’Rourke",1
"Mary Knotts",1
"Mary Lourdes Erlichman",1
"Mary McCaslin",1
"Mary N. Reed",1
"Mary S. Anthony",1
"Mary Wilson",1
"Mary-Kathryn Franchetti",1
"Maryam Emami Neyestanak",1
"Maryam Nasr Esfahani",1
"Marylin T. Marron",1
"María F. Acosta",1
"María Luisa Manzano",1
"María Luisa Rodríguez",1
"María Nieves Zedeño",1
"Masashi Yamakawa",1
"Mason Leech",1
"Masoud Eshghali",1
"Mathew D. Hutchinson",1
"Matias Saavedra",1
"Matiss Castorena",1
"Matt Goode",1
"Matt Rademacher",1
"Matthew A. Wu",1
"Matthew D. Greer",1
"Matthew D. Lemke",1
"Matthew Erisman",1
"Matthew F. Watson",1
"Matthew Geheran",1
"Matthew Hawkins",1
"Matthew J. Hashim",1
"Matthew J. King",1
"Matthew Larger",1
"Matthew M. Klass",1
"Matthew Malaker",1
"Matthew Miller",1
"Matthew N. Nguyen",1
"Matthew Rademacher",1
"Matthew S. Marcus",1
"Matthew S. Recsetar",1
"Matthew T. Eisenberg",1
"Matthew T. Ollerton",1
"Matthew Viveiros",1
"Matthew W. Barrett",1
"Maureen Brophy",1
"Maureen Daniela Ponce Gomez",1
"Mauro Brum",1
"Max A. Duque",1
"Max Farley",1
"Max Xin",1
"Maya Amjadi",1
"Maya N. Arruda",1
"McKenna Dunmyer",1
"Md Arfan Uddin",1
"Md Imran Hossain Mithu",1
"Md Showkat Hossain Chy",1
"Md. Abdur Rahman Apu",1
"Md. Kamal Uddin",1
"Md. S. Hassan",1
"Meenakshi Dagar",1
"Meenu Chopra",1
"Meenu Priya Resmi",1
"Megan Fale",1
"Megan Forecki",1
"Megan Gleason",1
"Megan Gralla",1
"Megan J. Kobel",1
"Megan L. Peterson",1
"Megan N. Nickerson",1
"Megan P. T. Owen",1
"Megan Smith",1
"Megan Suzanne Irgens",1
"Megan Taylor",1
"Megan Vaughan",1
"Meghan A. Balk",1
"Meghan L. Edgerton",1
"Meghana Belthur",1
"Meghana Prakash",1
"Meher Rakkar",1
"Mehmetcan Akbulut",1
"Mehran Asghari",1
"Mehraneh Mohseni Zadeh Harouzi",1
"Mehrdad Mahalleh",1
"Mehrdad Pourjam",1
"Mehrnoosh Hashemzadeh",1
"Meiyu Pan",1
"Mekayla Crawford",1
"Melanie Avila",1
"Melanie Bertrand",1
"Melanie Hingle",1
"Melanie L. Bell",1
"Melanie McKay-Cody",1
"Melanie Odenkirk",1
"Melanie R Kridler",1
"Melanie Rubio",1
"Melanie Sisco",1
"Melanie Steiner",1
"Melinda Bunyard",1
"Melissa A. Moy",1
"Melissa Burham",1
"Melissa D’Andrea",1
"Melissa Herbst-Kalovetz",1
"Melissa J. Brucker",1
"Melissa K. Kontogiannis",1
"Melissa L. Rosado-de-Christenson",1
"Melissa M. Herbst-Kralovetz",1
"Melissa Marie D'Andrea",1
"Melissa Papuc",1
"Melissa Rogers",1
"Melissa Zukowski",1
"Meltem Özcan",1
"Melville J. Wohlgemuth",1
"Melvin G. Hector",1
"Meng Zhang",1
"Mengjiao Ma",1
"Merritt ten Hope",1
"Mert Colpan",1
"Mete Demircigil",1
"Mia Franks",1
"Miao Ma",1
"Micaehla May",1
"Michael A. Cardenas",1
"Michael A. Gurney",1
"Michael B. Avery",1
"Michael Badowski",1
"Michael C. Cavallaro",1
"Michael C. Nolan",1
"Michael C. Spears",1
"Michael D. Miller",1
"Michael Deeb",1
"Michael E. Hoffer",1
"Michael E. Madigan",1
"Michael E. Peterson",1
"Michael Florian",1
"Michael G. Johnson",1
"Michael Gessner",1
"Michael Gnesda",1
"Michael Goode",1
"Michael J Christensen",1
"Michael J. Donoghue",1
"Michael J. Holcomb",1
"Michael J. Moulton",1
"Michael Johnson",1
"Michael Kotutwa Johnson",1
"Michael L. Alosco",1
"Michael L. Frazure",1
"Michael Malek-Ahmadi",1
"Michael Manning",1
"Michael McDonnell",1
"Michael McKenna",1
"Michael Morris",1
"Michael N. Evans",1
"Michael Okine",1
"Michael S. Barker",1
"Michael S. Chang",1
"Michael S. Christoffersen",1
"Michael S. Cronan",1
"Michael T. Fallon",1
"Michael T. Nguyen",1
"Michael T. Taylor",1
"Michael Trial",1
"Michael Yozwiak",1
"Michael Zawaneh",1
"Michaël Abécassis",1
"Michele E. Walsh",1
"Michelle A. Lay",1
"Michelle Ann Solis",1
"Michelle Devlin",1
"Michelle Ennabe",1
"Michelle Hanson",1
"Michelle Hein",1
"Michelle J. Chang",1
"Michelle K. Berry",1
"Michelle L Gordon",1
"Michelle L. Foley",1
"Michelle Lynn Yung",1
"Michelle M. Perfect",1
"Michelle Nhi Ngo",1
"Michelle Perez-Coronado",1
"Michelle Robert Anthony",1
"Michelle Téllez",1
"Michelle Vonie",1
"Michelle Wei",1
"Miguel Grageda",1
"Miguel Hurtado",1
"Mihra S. Taljanovic",1
"Mikaila Ann Bantugan",1
"Mikayla Deigan",1
"Mikayla Gerdes",1
"Mike Eiklenborg",1
"Milad Khajehvand",1
"Milan Sivakumar",1
"Miles Lucas",1
"Min Jung Park",1
"Min Liang",1
"Mina M Alaaldin",1
"Ming Ma",1
"Mingfeng Shang",1
"Mingwei Li",1
"Mingyu Ma",1
"Minh Duy Truong",1
"Minkyu Kim",1
"Minseok Kim",1
"Minyoung Lee",1
"Mira D. Kaibara",1
"Mira Marwah",1
"Miriam C. Jones",1
"Miriam Jones",1
"Miriam Jorgensen",1
"Miriam L. Kaylor",1
"Miriam L. Nelson",1
"Mirina Elizabeth Enderlin",1
"Mitchel P. McClaran",1
"Mitchell L. Haddock",1
"Mitchell P. Miller",1
"Mitchell S. Davis",1
"Mithün Paul",1
"Mitra Esfandiarei",1
"Mitul Dey Chowdhury",1
"Mladen Jergović",1
"Modesto J. Colón",1
"Mohab M. Ibrahim",1
"Mohamad Alaeddine",1
"Mohamadreza Ramezani",1
"Mohammad Al Ma'ani",1
"Mohammad Bonyan Alsobaie",1
"Mohammad El‐Ghanem",1
"Mohammad Farmani",1
"Mohammad Fazel",1
"Mohammad Ghufran",1
"Mohammad Mahdi Ahmadi",1
"Mohammad Shahidullah",1
"MohammadHossein Rezaei",1
"Mohammadmahdi Ranjbar",1
"Mohammadreza Saraei",1
"Mohammed A. Alhussaini",1
"Mohammed Elkhwad",1
"Mohammed Y Khanji",1
"Mohsen Izadyari",1
"Moira Hough",1
"Moises Nevah Rubin",1
"Molly Courtright",1
"Molly Douglas",1
"Molly Sekar",1
"Mona Liza Moura de Oliveira",1
"Monica A. Schmidt",1
"Monica K. Chawla",1
"Monica Ramirez-Andreotta",1
"Monica Rodriguez",1
"Monica T. Midura‐Kiela",1
"Monica Yellowhair",1
"Monica Zmudzinski",1
"Monique Martinez",1
"Monis Ahmed Khan",1
"Morgan Demaree",1
"Morteza Ranjbar",1
"Mosharrof Mondal",1
"Mostafa Javadian",1
"Mostafa Lutfi",1
"Mourad Abdennebi",1
"Mrudang Langalia",1
"Muaz Ali",1
"Muaz Mian",1
"Muhammad Ajmal",1
"Muhammad Amjad Khan",1
"Muhammad Azhar",1
"Muhammad Fahad Khan",1
"Muhammad Firdaus Hassan",1
"Muhammad Ijaz Pervez",1
"Muhammed Yusufoğlu",1
"Mukta Hardikar",1
"Muntasir Mamun",1
"Murat Kaçıra",1
"Mushaer Ahmed",1
"Mustafa Ghanim",1
"Muzafar Naik",1
"Muzammeel Dosanbhai Hada",1
"Myla G. Gonzalez",1
"N Kitamura",1
"N. B. Price",1
"N. Conto",1
"N. DeLuca",1
"N. H. Kwong",1
"N. Mahmood",1
"N. Peyghambarian",1
"N. Santiago",1
"N. Sher",1
"N. Wilkinson",1
"NATHÁLIA GONZAGA GRILO SIQUEIRA",1
"NAYARA BRITO",1
"Nabeel W. Sufi",1
"Nabhan M. Fakrudin",1
"Nabin Khatiwada",1
"Nader Wehbi",1
"Nadine Daniella DELLAGIUSTINA",1
"Nadine-Stella Achenjang",1
"Nafisa M. Jadavji",1
"Naghmeh Soltani",1
"Naif Hebo",1
"Nainika Menakuru",1
"Najmeh Nazari",1
"Nam Y. Lee",1
"Nam Yong Lee",1
"Namita E. Mathew",1
"Namoonga M. Mantina",1
"Namya Baijal",1
"Nana Adwoa Akuffo Amoh-Asante",1
"Nancy Johnson",1
"Nancy K. Sweitzer",1
"Nancy Mather",1
"Nandini Sodhi",1
"Naohiko Sahara",1
"Naomi Nishikawa",1
"Naoya Kitamura",1
"Naria Quazi",1
"Nasser Albalawi",1
"Natalia C Bentz",1
"Natalie Bautista",1
"Natalie Bennion",1
"Natalie Carey",1
"Natalie Caryl",1
"Natalie J. Morris",1
"Natalie Lana Nabaty",1
"Natalie Provencio‐Dean",1
"Natalie Shultz",1
"Natascha Schippel",1
"Natasha A. Graham",1
"Natasha Keric",1
"Natasha Khona",1
"Natasha R. Cornejo",1
"Natasha Tigreros",1
"Nathan A. Pierce",1
"Nathan B Price",1
"Nathan Hadland",1
"Nathan Harkema",1
"Nathan L. Pace",1
"Nathan Pritts",1
"Nathan S. Yenerich",1
"Nathaniel Degen",1
"Nathaniel E. Miller",1
"Nathaniel Ponvert",1
"Natisha Charoenmins",1
"Natsuki Eguchi",1
"Natàlia Jiménez",1
"Navin McGinnis",1
"Nayel Badareen",1
"Nazanin Abolfazli",1
"Nazimul Islam",1
"Nazmul Hasan",1
"Nazmus Saquib",1
"Neal Armstrong",1
"Ned Tilbrook",1
"Neda Alrawashdh",1
"Neev Shah",1
"Nehal Thakkar",1
"Neil C. Momsen",1
"Nellie Goetz",1
"Nevyn Neal",1
"Ngoc‐Anh Le",1
"Nguyen Kim Tuyen Pham",1
"Nguyễn Văn Hùng",1
"Ni Chen",1
"Niall Curry",1
"Nicholas A. Bonazza",1
"Nicholas A. Ward",1
"Nicholas B Lolli",1
"Nicholas B. Hurst",1
"Nicholas Chartrand",1
"Nicholas Cusick",1
"Nicholas Desnoyer",1
"Nicholas Didato",1
"Nicholas Kessler",1
"Nicholas Kuehl",1
"Nicholas Matthews",1
"Nicholas Schultz",1
"Nicholas T. Lam",1
"Nicholas Theodore",1
"Nichole Mercier",1
"Nick Bishop",1
"Nick Brar",1
"Nick D. Childress",1
"Nick Emerson",1
"Nicklas Carpenter",1
"Nicklous D Betts-Childress",1
"Nico Deshler",1
"Nicolas Blanchard",1
"Nicolas Gross",1
"Nicolas J. Cerf",1
"Nicole M. Kurnik",1
"Nicole Schmidt",1
"Nicole Varda",1
"Nicole Zenzola",1
"Nicolás Brehm",1
"Nidal Areg-Zakaria Kram Brooks",1
"Nikhil C. Mathur",1
"Nikhil Garuda",1
"Nikhil Mathur",1
"Nikolas Brzezinski",1
"Nilufer K. B. Akbulut",1
"Nimet Beyza Bozdag",1
"Nina Bonaventura",1
"Nipuna Weerasinghe",1
"Niraj R. Chavan",1
"Niraly Patel",1
"Niranjana Shankarappa",1
"Nirushan Narendran",1
"Nisnat Chakraborty",1
"Nitesh Khandelwal",1
"Nithish Prakash",1
"Nitzan Yanay",1
"Noah Franz",1
"Noah J. Carr",1
"Noah Simmons",1
"Noel Teku",1
"Noelle Daigle",1
"Nomita Divi",1
"Noor Subah",1
"Nora Evans-Reitz",1
"Noriko Tamari",1
"Norma González",1
"Norman Chutkan",1
"Novel Kumar Dey",1
"Nowroz Sohrab Ali",1
"Numaan Mahmood",1
"Nuria Jiménez‐Hernández",1
"O. Flores",1
"O. Hindosh",1
"Odhin Brynnel",1
"Odunayo Lawal",1
"Oghenevovwe Ikumariegbe",1
"Olesya I. Zhupanska",1
"Oli Durney",1
"Olive Mehrer",1
"Olivia Guswiler",1
"Olivia Hoch",1
"Olivia Jones",1
"Olivia Pitcl",1
"Olivier Durney",1
"Olufunmilola Adeleye",1
"Oluwadamilola Obawede",1
"Omar Hasan Ali",1
"Omid Zandi",1
"On To Sonja Choi",1
"Onur Ural",1
"Onyi De Andre Eneji",1
"Onyinye J. Ikenyirimba",1
"Orion Hon",1
"Oscar A. Flores",1
"Oscar A. Rodriguez-Ponce",1
"Oscar D. Parra",1
"Osvel Hinojosa-Huerta",1
"P. Arbo",1
"P. Behroozi",1
"P. D. Klaassen",1
"P. Deymier",1
"P. Garcia-Filion",1
"P. Guertin",1
"P. J. Goodman",1
"P. Johnson",1
"P. K. Ramaiah",1
"P. Lindberg",1
"P. Luna",1
"P. Mahant",1
"P. S. Bisht",1
"P.-Y. Noël",1
"P.O. Leslie",1
"PATRÍCIA KELLI SILVA DE OLIVEIRA",1
"PAULO AUGUSTO BONALDI NETO",1
"PEDRO HENRIQUE DIAS DE ALVARENGA VITOR",1
"PK Bharadwaj",1
"Pablo A. Luna Falcon",1
"Pablo Antonio De La Fuente-Moreno",1
"Pablo Luna Falcon",1
"Paige Cherry",1
"Paige Grafton",1
"Paige Lenzen-Hammerel",1
"Paige V Wene",1
"Pan Yan",1
"Pankaj Vyas",1
"Pao-Kang Chen",1
"Paola Cruz Flores",1
"Paola G. Pieri",1
"Parker Dattilo",1
"Parker Guss",1
"Parth Chawdagor",1
"Pasano Bojang",1
"Patricia A. Thompson",1
"Patricia Cornejo",1
"Patricia E. Molina",1
"Patricia Mayer",1
"Patricia Molina",1
"Patricia Nia Sari Damanik",1
"Patrick D. Shipman",1
"Patrick J. Lohr",1
"Patrick Kupiec",1
"Patrick Wightman",1
"Paul A. Lee",1
"Paul A. Thompson",1
"Paul Brierley",1
"Paul Carini",1
"Paul DiPasquale",1
"Paul Hsu",1
"Paul J. Wright",1
"Paul N. Michas",1
"Paul S. Smith",1
"Paul Sagerman",1
"Paul Tran",1
"Paul V Santiago",1
"Paul Weisgarber",1
"Paulina Kuzmin",1
"Paulina M. Colombo",1
"Paulo Carvalho",1
"Paxton A. Sample",1
"Peace Amarachukwu Ezeh",1
"Pearce Paul Creasman",1
"Pedro Mora Pinos",1
"Pedro Saramago",1
"Peggy Ackun",1
"Peiwen Li",1
"Peng Chen",1
"Pengyinjie Lyu",1
"Peter A Hartman",1
"Peter B. Breslin",1
"Peter C Ellsworth",1
"Peter C. Jeppson",1
"Peter D. Reaven",1
"Peter Dean-Erlander",1
"Peter DuBois",1
"Peter Gray",1
"Peter Hailey",1
"Peter Milne",1
"Peter P. Patterson",1
"Peter Reaven",1
"Peter Stephenson",1
"Peter T. Skidmore",1
"Peter Vanderschraaf",1
"Peter Wilkin",1
"Phil Tseng",1
"Philip N. Daly",1
"Philip Nash",1
"Philip Stoker",1
"Philipp Hannan",1
"Philipp Jent",1
"Philippe Millot",1
"Phillip Jenkins",1
"Phudit Buaprasert",1
"Phyllis A. Richey",1
"Phyo Han Thwin",1
"Pierre Deymier",1
"Pierre Meystre",1
"Pinnaduwa H.S.W. Kulatilake",1
"Pooja Doehrman",1
"Pooja Pandit",1
"Poonam Tawde",1
"Poppy C. Northing",1
"Portia Cooper",1
"Poulomi Nandi",1
"Prabhu S. Arunachalam",1
"Prajakta Gavhane",1
"Prakrati Acharya",1
"Praneeth Katrapati",1
"Pranjal R.S.",1
"Prantick Santra",1
"Preeti Choudhary",1
"Preston J. Leigh",1
"Preston Ngo",1
"Prince Bosiako Antwi",1
"Priom Mahmud",1
"Priscilla Cortez",1
"Priscilla Marsicovetere",1
"Pritha Bisarad",1
"Priya Muralidharan",1
"Priya Puri",1
"Priyanka Chilukuri",1
"Priyanka Kushwaha",1
"Priyanka Sharma",1
"Protul Shrikant",1
"Pujarini Dutta Dey",1
"Purushotham Jinka",1
"Pélagie M. Beeson",1
"Q.M. Chen",1
"Qi Jing",1
"Qi Wen Gan",1
"Qianying He",1
"Qin Xu",1
"Qing Duan",1
"Qing Hao",1
"Qing-Yu Zhang",1
"Qiyu Chen",1
"Quentin Raffaelli",1
"R. A. Ganeev",1
"R. Amaro",1
"R. Araujo",1
"R. Ariel Gómez",1
"R. Bhagar",1
"R. Binder",1
"R. Burbank",1
"R. C. Amaro",1
"R. El Latifi",1
"R. F. Green",1
"R. Gopalan",1
"R. Julian",1
"R. K. Roy",1
"R. M. Maxwell",1
"R. Pithia",1
"R. Rattanasriampaipong",1
"R. S. Pranjal",1
"R. Stewart",1
"R. V. Yelle",1
"R. Venesa",1
"R. Zach",1
"R. Álvarez",1
"R.P. McDougall",1
"R.V. Mendoza",1
"R.W. Ke",1
"RAFAEL FERREIRA DE OLIVEIRA LEITE",1
"RAFAEL VITÓRIO DOS SANTOS",1
"RAQUEL TAVARES DE CASTRO",1
"RENATO DA SILVA LIMA",1
"RICARDO FERNÁNDEZ G.",1
"RK Goyal",1
"Rabail Chaudhry",1
"Rachael Dinh",1
"Rachael E. Hinkel",1
"Rachel E. Gallery",1
"Rachel E. M. Cramton",1
"Rachel Geiser",1
"Rachel H. Adler",1
"Rachel K. Toth",1
"Rachel M. Mayfield",1
"Rachel R Crumpacker",1
"Rachel Reichenbach",1
"Rachel S. Fisher",1
"Rachel Schwyhart",1
"Rachel Sweenie",1
"Rachel Zambrano",1
"Rachelle L. Begay",1
"Rachelle Sheets",1
"Rachna Schroff",1
"Radhey Hemendra Ruparel",1
"Rafael García",1
"Rafael Gómez",1
"Rafaela Aparecida Mendonça Marques",1
"Ragadeepika Pucha",1
"Raha Sadjadi",1
"Rahul Kumar",1
"Rahul Kumar Walia",1
"Rahul N. Doshi",1
"Rahul Rakshit",1
"Raja Gopoju",1
"Rajesh Khanna",1
"Rajesh Shrestha",1
"Raleigh C Addington",1
"Ramachandra Sista",1
"Rami Khoshaba",1
"Ramin Jamshidi",1
"Ramses Hyde",1
"Ramsey Wilcox",1
"Ramya Ramachandran",1
"Ramzi Touchan",1
"Ran Chen",1
"Ran Zhang",1
"Rana Kurdi",1
"Ranjini Garani Ramesh",1
"Rao Xiong",1
"Rapeeporn Rojsaengroeng",1
"Raphael E. Hviding",1
"Raquel Hernández Givens",1
"Raquel Sainz",1
"Rashed Rahman",1
"Rashmi Yohani Amarakoon Arachchige",1
"Raul Y. Reyes",1
"Ravneet Chadha",1
"Raymond B. Nagle",1
"Raymond Bunch",1
"Raymond F. Carmody",1
"Raymond Huang",1
"Raymond Wu",1
"Raza Mushtaq",1
"Razvan-Gabriel Dumitru",1
"Rebecca Ann King",1
"Rebecca Dendy",1
"Rebecca Friesen",1
"Rebecca Harkness",1
"Rebecca L Campbell",1
"Rebecca Ramirez",1
"Rebecca Slater",1
"Rebecca Vance",1
"Rebekah L. Mokry",1
"Reeba P. Varghese",1
"Reed T. Bjork",1
"Reema Shinh",1
"Regina Deil‐Amen",1
"Regina Zaviera Anggi Kurniawati",1
"Reiman Em",1
"Ren Boz",1
"Ren-Hua Jheng",1
"Renata Tilemann Facó",1
"Renee Miu",1
"Reya Sharman",1
"Reyes-Escudero, Verónica",1
"Reynaldo Gomez",1
"Reza Sanayei",1
"Rhett P. Hill",1
"Rhiannon Nabours",1
"Rhye‐Samuel Kanassatega",1
"Rhys R. Axon",1
"Ricardo Maciel",1
"Richard A. Bettis",1
"Richard A. Wahl",1
"Richard Amini",1
"Richard B. Westrick",1
"Richard C. Brusca",1
"Richard Chua",1
"Richard E. Sumner",1
"Richard F. Green",1
"Richard Gin",1
"Richard H. Holloway",1
"Richard Healey",1
"Richard I. Fisher",1
"Richard Joseph Wruble",1
"Richard L. Hallett",1
"Richard L. Johnson",1
"Richard Lane",1
"Richard M. Eaton",1
"Richard Martynec",1
"Richard Park",1
"Richard W. Dehn",1
"Richard W. Sias",1
"Richard W. Wortley",1
"Riley Goldsmith",1
"Riley Mikkelsen",1
"Riley Taitingfong",1
"Rinku Skaria",1
"Rion Poland",1
"Rishi Chandra",1
"Rita D. Romero",1
"Rita Romero",1
"Ritu Pandey",1
"Ritu Yadav",1
"Ritwik Agrawal",1
"Riyanshi Bohra",1
"Robert A. Canales",1
"Robert Altschul",1
"Robert B. Raffa",1
"Robert Barraco",1
"Robert C. Kennicutt",1
"Robert C. MacDonald",1
"Robert G. Hayes",1
"Robert G. Varady",1
"Robert Hayes",1
"Robert J. Steidl",1
"Robert M. Allen",1
"Robert M. Jones",1
"Robert M. Shaw",1
"Robert Merideth",1
"Robert P. Erickson",1
"Robert R. Klein",1
"Robert Roberts",1
"Robert S. Maier",1
"Robert Valente Childers-Quiñones",1
"Robert Wu",1
"Roberta H. Adams",1
"Roberto Aguilar",1
"Roberto Cruz‐Flores",1
"Roberto Giacobazzi",1
"Robin Roberts",1
"Robson Nunes Oliveira de Biaggi",1
"Rocío Aurelia Jacobo-Bojórquez",1
"Rodney C. Haring",1
"Rodolfo Martínez‐Mota",1
"Rodrick Babakhanlou",1
"Rodrigo Alvarez",1
"Rodrigo Vargas",1
"Roger Atanga",1
"Roger L. Nichols",1
"Rohini Nott",1
"Rohit Mukherjee",1
"Roman Anthis",1
"Roman Palitsky",1
"Ronald J. Stouffer",1
"Ronald L. Oaxaca",1
"Ronald M. Lynch",1
"Ronald S. Weinstein",1
"Rong Qian",1
"Rony Macwan",1
"Ronã Rinston Amaury Mendes",1
"Rosaelba Soto-Robles",1
"Rosalind McAlpine",1
"Rose mary George",1
"Roselyn Salomey Amamoo",1
"Rosemarie Turk",1
"Ross Gordon",1
"Rossana Capuani",1
"Rowan Bhagar",1
"Rowan I. Huang",1
"Roxanne Garcia-Orr",1
"Rubab Saher",1
"Rubén Santamaría",1
"Ruchi Khatiwala",1
"Ruhul Khan",1
"Rui Xiong",1
"Ruisheng Xiong",1
"Ruotong Zhao",1
"Ruoyan Xu",1
"Rupali Rakshit",1
"Russell Tronstad",1
"Ruth Cuasialpud-Canchala",1
"Ruyuan Dong",1
"Ryan A Park",1
"Ryan Avery",1
"Ryan Bunyard",1
"Ryan Endsley",1
"Ryan Grevsmuehl",1
"Ryan Haymore",1
"Ryan J Hassen",1
"Ryan L. Woltz",1
"Ryan Lee",1
"Ryan M. Lau",1
"Ryan M. Wolsky",1
"Ryan Marmis",1
"Ryan Mistifer",1
"Ryan P. Bartelme",1
"Ryan P. Le",1
"Ryan Pecha",1
"Ryan Russell",1
"Ryan S. Park",1
"Ryan Shahriari",1
"Ryan Sprissler",1
"Ryan Thien",1
"Ryan Ung",1
"Ryan W. Matika",1
"Ryan Wheaton",1
"Ryland Gerald Wala",1
"Rylie Sisterson",1
"Rylie Watson",1
"Ryo Sakamoto",1
"Ryven E Mangundayao",1
"S Worrell",1
"S. A. MacLennan",1
"S. A. Moruzzi",1
"S. Beller",1
"S. Chambers",1
"S. Everett",1
"S. G. M. S. D. Senanayaka",1
"S. Guerra",1
"S. H. Bailey",1
"S. Hariri",1
"S. Lemons",1
"S. Linden",1
"S. M. Larson",1
"S. Marshall Ledford",1
"S. Mazumdar",1
"S. Meinel",1
"S. Nerozzi",1
"S. Paulino",1
"S. Sandra Bae",1
"S. Sureshkumar",1
"S. Tooke",1
