year,total_articles,diamond,gold,hybrid,green,bronze,closed,fully_oa,green_oa,oa_no_bronze,pct_fully_oa,pct_green_oa,pct_oa_no_bronze,total_citations,mean_citations,median_citations,preprint_count,dataset_count,book_chapter_count
2025,9440,533,2311,1103,1570,558,3365,3947,1570,5517,41.8,16.6,58.4,27694,2.93,0,856,109,263
